PrimaryKey,Age,Disability,MaritalStatus,Race,Gender
2224,43,1,3,1,1
2225,14,2,5,2,1
2226,20,1,5,9,1
2227,38,2,1,1,1
2228,54,2,1,1,2
2229,10,2,5,1,1
2230,48,2,5,1,2
2231,82,1,2,1,2
2232,59,2,1,6,1
2233,46,2,1,1,1
2234,25,2,1,1,2
2235,83,1,1,1,2
2236,19,2,5,1,2
2237,11,2,5,1,2
2238,64,2,1,1,1
2239,29,2,1,1,2
2240,6,2,5,1,2
2241,12,2,5,6,2
2242,38,2,1,1,2
2243,17,2,5,1,2
2244,68,2,1,1,1
2245,59,2,3,2,2
2246,13,2,5,1,1
2247,59,2,2,9,1
2248,1,2,5,1,2
2249,41,2,1,1,1
2250,68,2,3,1,2
2251,27,2,5,1,1
2252,66,2,1,1,2
2253,3,2,5,8,2
2254,7,2,5,1,1
2255,48,2,1,1,1
2256,37,2,1,1,2
2257,56,2,5,2,1
2258,9,2,5,2,2
2259,10,2,5,1,2
2260,21,2,5,1,2
2261,45,2,1,1,2
2262,28,2,5,1,1
2263,16,2,5,1,1
2264,72,1,1,1,2
2265,45,2,3,2,2
2266,58,2,3,9,2
2267,37,2,3,1,1
2268,66,2,3,1,2
2269,5,2,5,1,1
2270,93,2,1,1,1
2271,9,2,5,1,2
2272,62,2,1,1,1
2273,49,1,5,9,1
2274,6,2,5,1,1
2275,43,2,3,1,1
2276,45,2,1,1,2
2277,26,1,5,1,1
2278,62,2,1,1,1
2279,79,1,3,1,1
2280,43,2,4,2,2
2281,5,2,5,9,1
2282,88,2,5,1,2
2283,80,1,5,1,2
2284,33,2,5,1,1
2285,38,2,1,6,2
2286,58,1,1,1,2
2287,41,2,3,2,2
2288,36,2,1,1,2
2289,65,2,1,6,2
2290,44,2,3,1,1
2291,58,2,1,1,2
2292,6,2,5,1,2
2293,54,2,1,1,1
2294,40,2,1,1,2
2295,55,1,1,1,1
2296,0,2,5,1,1
2297,67,1,2,1,2
2298,41,2,1,1,2
2299,0,2,5,1,1
2300,43,2,1,1,1
2301,2,2,5,1,2
2302,8,2,5,6,2
2303,45,2,1,1,1
2304,49,2,5,1,1
2305,46,2,3,1,2
2306,60,2,5,1,2
2307,12,2,5,1,2
2308,86,2,2,1,2
2309,69,2,1,1,1
2310,25,2,5,9,1
2311,16,2,5,1,1
2312,51,2,1,1,2
2313,45,2,3,1,2
2314,16,2,5,1,2
2315,52,2,4,2,2
2316,8,2,5,1,2
2317,26,2,5,1,2
2318,35,2,1,1,2
2319,13,2,5,1,2
2320,51,2,1,1,2
2321,65,2,1,1,1
2322,67,2,1,1,2
2323,58,2,1,1,1
2324,4,2,5,1,1
2325,88,1,1,1,1
2326,16,2,5,1,1
2327,53,2,1,1,1
2328,28,2,5,1,1
2329,59,2,1,1,1
2330,31,2,4,1,2
2331,66,2,1,1,1
2332,40,2,1,1,1
2333,1,2,5,1,1
2334,16,2,5,1,1
2335,53,1,1,1,2
2336,58,2,1,1,1
2337,20,2,5,1,2
2338,55,2,3,1,1
2339,27,1,5,2,2
2340,16,2,5,2,2
2341,78,1,1,1,1
2342,15,2,5,1,1
2343,45,2,5,1,2
2344,62,2,1,1,2
2345,35,2,5,1,2
2346,69,2,1,1,1
2347,32,2,5,2,2
2348,54,2,2,2,2
2349,11,2,5,1,2
2350,55,2,1,1,1
2351,42,1,5,1,2
2352,27,2,5,2,2
2353,40,2,1,1,1
2354,29,2,5,1,1
2355,19,2,5,1,2
2356,66,2,1,1,2
2357,16,2,5,1,1
2358,18,2,5,1,1
2359,24,2,1,1,1
2360,62,2,1,1,1
2361,67,2,1,1,2
2362,37,2,1,1,1
2363,55,2,1,1,1
2364,30,2,1,1,2
2365,44,1,2,1,2
2366,53,2,3,1,1
2367,42,2,1,2,2
2368,38,1,3,1,2
2369,47,2,1,1,1
2370,3,2,5,1,2
2371,62,2,3,5,2
2372,58,2,3,8,2
2373,36,1,3,7,1
2374,71,2,1,1,1
2375,9,2,5,1,1
2376,57,2,1,1,2
2377,0,2,5,6,2
2378,45,2,1,8,1
2379,52,2,1,8,2
2380,8,2,5,1,2
2381,49,2,1,1,1
2382,0,2,5,8,2
2383,14,2,5,1,2
2384,43,2,1,1,2
2385,36,2,3,1,1
2386,42,2,1,8,2
2387,15,2,5,8,2
2388,19,2,5,1,2
2389,44,1,2,2,2
2390,67,1,1,1,2
2391,17,2,5,2,1
2392,75,2,2,1,2
2393,57,2,1,1,1
2394,17,1,5,1,1
2395,49,2,3,6,1
2396,34,2,5,1,1
2397,14,2,5,1,1
2398,28,2,5,1,1
2399,81,2,1,1,2
2400,21,1,4,1,2
2401,64,2,1,2,2
2402,49,2,1,1,1
2403,18,2,5,1,1
2404,50,2,5,1,1
2405,0,2,5,1,1
2406,57,2,1,1,2
2407,35,2,1,2,2
2408,82,1,2,1,2
2409,10,2,5,1,2
2410,13,2,5,1,1
2411,63,2,1,1,2
2412,42,2,1,2,1
2413,2,2,5,1,1
2414,21,2,5,1,2
2415,15,2,5,1,2
2416,65,1,3,1,1
2417,20,2,5,1,2
2418,60,2,3,1,1
2419,55,2,5,2,2
2420,57,1,1,1,2
2421,11,2,5,9,2
2422,4,2,5,8,2
2423,17,2,5,1,2
2424,30,2,1,1,1
2425,63,2,3,1,2
2426,18,2,5,1,1
2427,35,2,1,1,2
2428,67,1,1,1,1
2429,17,2,5,1,2
2430,49,2,1,1,1
2431,34,2,1,1,1
2432,14,2,5,1,1
2433,27,2,5,6,1
2434,44,2,1,1,2
2435,48,2,3,1,2
2436,31,1,1,1,2
2437,78,2,2,9,2
2438,66,2,1,1,2
2439,8,2,5,1,2
2440,11,2,5,1,2
2441,11,2,5,1,2
2442,26,1,5,9,2
2443,21,2,5,8,2
2444,58,2,1,1,1
2445,71,2,1,1,1
2446,53,2,1,1,1
2447,32,2,5,2,1
2448,5,2,5,1,2
2449,19,2,5,1,1
2450,18,2,5,1,1
2451,44,2,1,1,2
2452,73,2,1,1,1
2453,11,2,5,1,1
2454,10,2,5,1,1
2455,26,2,5,1,2
2456,42,1,5,1,2
2457,4,2,5,1,1
2458,50,2,3,2,2
2459,59,2,4,2,2
2460,35,2,3,1,2
2461,55,1,5,2,1
2462,14,2,5,1,1
2463,7,2,5,1,2
2464,27,2,1,2,2
2465,58,2,1,1,2
2466,14,2,5,1,1
2467,10,2,5,1,2
2468,16,2,5,1,2
2469,51,2,2,1,2
2470,86,1,1,1,1
2471,64,2,1,1,2
2472,21,2,5,1,1
2473,51,2,3,1,2
2474,66,2,3,1,1
2475,71,2,1,1,1
2476,44,2,1,1,1
2477,79,2,1,1,1
2478,35,2,5,1,1
2479,24,2,5,1,2
2480,52,2,1,1,1
2481,38,2,1,1,2
2482,60,2,1,1,2
2483,19,2,5,1,1
2484,6,2,5,1,2
2485,80,1,1,1,1
2486,52,2,5,1,1
2487,62,2,3,1,1
2488,68,2,1,1,1
2489,58,2,4,1,2
2490,68,1,1,1,1
2491,14,2,5,1,1
2492,25,2,5,3,2
2493,8,2,5,1,2
2494,44,2,5,2,1
2495,41,2,1,1,1
2496,10,2,5,6,1
2497,42,2,1,1,1
2498,9,2,5,1,2
2499,53,2,1,1,1
2500,80,2,3,1,1
2501,60,2,1,1,1
2502,36,2,1,1,2
2503,23,2,5,1,1
2504,10,2,5,1,1
2505,15,2,5,2,2
2506,21,2,5,1,1
2507,2,2,5,1,1
2508,34,2,1,1,2
2509,60,2,1,1,1
2510,39,2,1,1,2
2511,38,2,1,1,2
2512,6,2,5,1,2
2513,24,2,1,1,1
2514,67,2,1,1,1
2515,40,2,1,1,2
2516,94,1,1,1,1
2517,26,2,1,1,2
2518,34,2,5,1,1
2519,70,2,1,1,1
2520,58,2,5,2,2
2521,5,2,5,1,1
2522,4,2,5,1,2
2523,51,2,5,1,1
2524,20,2,5,1,1
2525,85,1,2,1,2
2526,40,2,1,1,2
2527,0,2,5,9,1
2528,59,1,1,9,2
2529,44,2,1,1,1
2530,59,2,1,6,1
2531,14,2,5,1,2
2532,35,2,3,1,2
2533,47,1,1,1,2
2534,36,2,1,1,1
2535,3,2,5,2,1
2536,35,2,3,1,1
2537,49,2,3,1,1
2538,15,2,5,1,1
2539,30,2,5,1,2
2540,73,2,1,1,1
2541,12,2,5,6,2
2542,94,1,2,1,2
2543,37,2,3,2,2
2544,72,2,1,1,1
2545,24,1,5,2,1
2546,14,2,5,1,2
2547,26,2,1,1,2
2548,47,2,1,1,1
2549,33,2,1,8,1
2550,9,2,5,1,2
2551,43,2,5,1,2
2552,54,2,1,1,2
2553,4,2,5,9,2
2554,41,2,3,1,1
2555,55,2,1,1,2
2556,24,2,5,2,2
2557,59,1,3,1,2
2558,26,1,5,1,2
2559,65,2,1,1,2
2560,4,2,5,1,2
2561,15,2,5,1,2
2562,22,2,5,1,1
2563,79,2,2,1,1
2564,30,2,5,9,2
2565,47,2,1,1,1
2566,11,2,5,1,1
2567,58,2,1,1,2
2568,79,1,1,1,2
2569,51,2,5,2,1
2570,63,2,3,1,1
2571,68,1,1,1,2
2572,2,2,5,1,1
2573,43,2,4,1,2
2574,71,1,1,5,2
2575,46,2,1,1,1
2576,46,2,1,3,2
2577,19,2,5,1,2
2578,48,2,5,1,2
2579,57,2,1,1,2
2580,30,2,5,1,1
2581,3,2,5,1,2
2582,25,2,1,1,1
2583,8,2,5,8,2
2584,42,2,1,6,1
2585,15,2,5,1,1
2586,62,2,1,6,2
2587,47,2,3,1,2
2588,73,2,2,1,2
2589,30,2,3,1,2
2590,20,2,5,2,1
2591,36,2,1,1,2
2592,42,2,3,1,2
2593,64,2,2,1,2
2594,65,1,1,1,2
2595,38,2,1,1,1
2596,72,1,5,1,1
2597,2,2,5,1,2
2598,28,2,1,1,1
2599,5,2,5,8,1
2600,15,2,5,1,2
2601,32,2,1,1,2
2602,42,2,1,1,2
2603,0,2,5,1,2
2604,68,2,1,1,2
2605,78,2,1,6,1
2606,45,2,3,1,2
2607,21,2,5,1,1
2608,73,2,1,1,2
2609,31,2,5,1,2
2610,13,2,5,2,1
2611,24,2,5,1,1
2612,10,1,5,1,2
2613,16,2,5,1,1
2614,61,2,1,1,2
2615,37,2,1,1,1
2616,62,1,3,1,2
2617,27,2,5,1,2
2618,82,2,2,1,2
2619,8,1,5,1,1
2620,8,2,5,6,1
2621,73,1,1,2,1
2622,49,1,1,1,1
2623,18,2,5,1,2
2624,4,2,5,1,1
2625,54,2,1,1,1
2626,3,2,5,9,2
2627,49,2,3,1,2
2628,43,2,1,1,1
2629,52,2,1,1,1
2630,58,2,1,6,1
2631,27,2,5,1,1
2632,19,2,5,1,2
2633,74,1,1,1,2
2634,46,2,3,1,2
2635,41,2,1,1,2
2636,15,2,5,1,1
2637,21,2,5,1,2
2638,10,2,5,1,1
2639,72,2,1,1,2
2640,73,2,1,1,2
2641,0,2,5,1,1
2642,63,2,2,1,1
2643,40,2,1,1,1
2644,61,2,1,1,2
2645,48,2,1,1,2
2646,62,2,1,1,1
2647,18,2,5,1,1
2648,70,2,1,1,2
2649,19,2,5,1,2
2650,31,2,1,1,1
2651,63,1,1,1,2
2652,58,1,1,1,1
2653,61,2,1,2,1
2654,75,1,2,1,1
2655,82,2,2,1,2
2656,16,2,5,1,1
2657,59,2,1,1,1
2658,27,2,1,1,2
2659,7,2,5,8,1
2660,44,2,3,9,2
2661,49,2,1,1,1
2662,58,2,3,1,1
2663,20,2,5,2,2
2664,5,2,5,1,1
2665,53,2,5,1,1
2666,46,2,3,1,1
2667,81,1,2,1,2
2668,9,2,5,9,1
2669,50,2,1,1,2
2670,4,2,5,1,1
2671,37,2,3,1,2
2672,43,2,1,6,1
2673,40,2,3,2,2
2674,71,1,3,2,1
2675,4,2,5,8,2
2676,4,2,5,1,1
2677,32,2,1,1,2
2678,18,2,5,1,2
2679,69,2,1,1,2
2680,46,1,5,1,1
2681,35,2,1,8,2
2682,19,2,5,1,1
2683,75,2,1,1,1
2684,48,2,5,1,1
2685,85,1,2,2,2
2686,77,2,2,1,1
2687,56,2,3,2,2
2688,18,2,5,1,2
2689,42,2,5,2,2
2690,40,2,1,1,2
2691,55,2,1,2,2
2692,83,1,2,1,2
2693,32,2,3,1,2
2694,25,2,5,2,2
2695,76,1,1,1,1
2696,24,2,1,1,2
2697,53,2,1,1,1
2698,19,2,5,8,1
2699,29,1,5,2,2
2700,35,2,1,6,2
2701,6,2,5,1,2
2702,27,2,1,1,2
2703,16,2,5,2,2
2704,15,2,5,1,1
2705,79,1,1,1,1
2706,10,2,5,1,2
2707,12,1,5,8,1
2708,88,1,2,1,1
2709,45,2,5,1,1
2710,16,2,5,2,1
2711,43,2,1,9,1
2712,11,2,5,1,1
2713,27,2,5,1,2
2714,55,2,3,2,1
2715,19,2,5,1,2
2716,11,1,5,1,1
2717,47,2,1,1,1
2718,15,2,5,1,2
2719,38,2,1,1,2
2720,54,2,1,1,1
2721,8,2,5,2,2
2722,23,2,5,2,1
2723,57,2,5,2,2
2724,19,2,5,9,1
2725,82,2,1,1,1
2726,41,2,1,1,2
2727,64,2,5,1,1
2728,67,2,1,1,1
2729,14,2,5,1,2
2730,15,2,5,1,1
2731,59,2,1,1,1
2732,47,2,1,1,2
2733,63,1,3,1,2
2734,7,2,5,1,1
2735,31,2,5,2,2
2736,55,2,1,1,2
2737,33,2,1,1,1
2738,46,2,1,1,1
2739,39,2,1,1,2
2740,60,2,3,1,2
2741,10,2,5,1,1
2742,7,2,5,1,2
2743,0,2,5,8,1
2744,62,1,1,1,2
2745,32,2,5,1,2
2746,17,2,5,1,2
2747,58,2,3,1,2
2748,55,2,3,1,1
2749,41,2,5,2,2
2750,36,2,1,1,1
2751,80,2,1,2,2
2752,55,2,3,6,2
2753,72,2,1,1,2
2754,7,2,5,1,2
2755,65,2,1,1,1
2756,33,2,1,1,2
2757,8,2,5,1,2
2758,61,2,1,1,2
2759,56,1,1,1,1
2760,6,2,5,1,1
2761,45,2,1,1,1
2762,53,2,5,1,2
2763,52,1,3,1,2
2764,15,2,5,1,1
2765,11,1,5,1,1
2766,45,2,1,9,1
2767,85,1,1,1,2
2768,31,2,1,1,1
2769,65,2,1,1,1
2770,50,2,1,1,1
2771,3,2,5,1,2
2772,35,2,1,1,1
2773,7,2,5,8,2
2774,64,1,3,2,2
2775,52,2,1,1,1
2776,25,2,5,1,2
2777,42,2,1,2,2
2778,62,2,1,1,1
2779,55,1,5,1,1
2780,37,2,1,2,2
2781,28,2,3,1,2
2782,57,2,1,1,2
2783,79,2,1,1,1
2784,67,2,1,1,1
2785,18,2,5,1,2
2786,21,2,5,2,1
2787,24,1,3,1,2
2788,61,1,1,1,1
2789,5,2,5,1,2
2790,46,2,1,1,1
2791,27,2,5,1,1
2792,27,2,5,1,1
2793,2,2,5,1,2
2794,43,2,1,8,1
2795,54,2,1,1,1
2796,44,2,5,1,2
2797,55,2,1,1,2
2798,27,2,1,1,2
2799,34,2,5,1,1
2800,2,2,5,6,2
2801,64,2,4,2,1
2802,48,2,3,1,2
2803,60,2,1,1,1
2804,4,2,5,6,1
2805,20,2,1,1,2
2806,52,2,1,1,2
2807,79,2,2,1,2
2808,79,1,1,1,2
2809,10,2,5,6,2
2810,77,1,2,2,1
2811,15,2,5,1,1
2812,67,2,1,1,1
2813,69,1,1,1,1
2814,79,2,1,1,1
2815,13,2,5,1,1
2816,11,2,5,9,1
2817,37,2,1,1,2
2818,74,1,1,1,2
2819,59,2,1,1,2
2820,58,2,1,1,1
2821,47,2,3,1,2
2822,16,2,5,1,2
2823,27,2,1,1,2
2824,56,2,1,1,1
2825,44,1,1,1,1
2826,48,2,3,1,2
2827,44,2,3,1,2
2828,54,2,3,1,1
2829,23,2,1,1,1
2830,14,2,5,1,2
2831,1,2,5,1,1
2832,36,2,1,1,1
2833,54,2,1,1,1
2834,2,2,5,1,2
2835,83,2,2,1,2
2836,9,2,5,1,2
2837,4,2,5,1,2
2838,60,1,5,2,1
2839,38,2,1,1,1
2840,4,2,5,1,1
2841,26,2,5,8,1
2842,22,2,5,1,1
2843,9,2,5,1,1
2844,85,1,2,1,2
2845,12,2,5,2,2
2846,28,2,5,1,2
2847,8,2,5,1,2
2848,49,2,1,6,2
2849,37,2,1,1,1
2850,29,2,3,1,2
2851,73,2,1,1,1
2852,39,2,1,1,2
2853,28,2,5,1,2
2854,30,2,3,1,1
2855,20,2,5,2,2
2856,80,1,1,1,2
2857,36,2,1,1,2
2858,4,2,5,1,2
2859,13,2,5,8,2
2860,25,2,5,3,1
2861,15,2,5,1,1
2862,68,2,1,1,1
2863,58,2,1,1,1
2864,16,2,5,1,2
2865,10,2,5,1,1
2866,77,1,1,1,1
2867,35,2,1,1,1
2868,30,2,1,1,1
2869,56,1,1,1,1
2870,2,2,5,6,2
2871,54,2,3,1,1
2872,32,2,1,1,2
2873,31,2,1,1,1
2874,36,2,1,1,1
2875,6,2,5,1,1
2876,12,1,5,1,2
2877,30,2,1,1,2
2878,25,2,5,6,1
2879,63,1,1,1,2
2880,2,2,5,1,1
2881,42,2,5,7,1
2882,41,2,5,8,1
2883,38,2,1,1,2
2884,56,2,1,1,2
2885,2,2,5,1,2
2886,50,2,1,1,2
2887,25,2,5,2,1
2888,25,2,5,1,2
2889,23,2,5,1,2
2890,70,2,1,1,2
2891,41,1,5,1,1
2892,62,1,1,1,1
2893,2,2,5,1,1
2894,64,1,1,9,1
2895,52,1,1,2,2
2896,80,1,2,1,2
2897,32,2,1,9,2
2898,40,2,2,1,2
2899,81,1,2,1,2
2900,76,1,1,1,2
2901,34,1,1,1,2
2902,30,1,5,2,1
2903,44,2,1,2,1
2904,77,1,1,1,2
2905,63,1,1,2,1
2906,26,1,1,1,1
2907,73,2,1,1,2
2908,35,2,1,9,2
2909,55,2,1,1,2
2910,7,2,5,1,2
2911,42,2,1,1,2
2912,84,2,2,1,2
2913,9,2,5,1,1
2914,8,2,5,1,1
2915,4,2,5,8,2
2916,85,1,1,1,1
2917,61,2,1,1,1
2918,68,2,1,1,2
2919,58,2,3,1,2
2920,54,2,1,1,2
2921,94,1,2,1,1
2922,54,2,1,1,2
2923,0,2,5,1,1
2924,18,2,5,9,2
2925,52,1,1,1,1
2926,13,2,5,1,1
2927,6,2,5,1,2
2928,53,2,1,1,2
2929,27,1,3,1,2
2930,38,2,5,1,1
2931,76,1,2,1,1
2932,30,2,5,1,2
2933,12,2,5,1,1
2934,56,2,1,1,1
2935,23,1,5,5,2
2936,13,2,5,2,1
2937,64,2,1,2,2
2938,27,2,5,1,1
2939,15,2,5,1,2
2940,6,2,5,2,2
2941,67,2,1,1,1
2942,13,2,5,1,2
2943,24,1,5,1,2
2944,5,2,5,1,1
2945,7,2,5,1,1
2946,39,2,3,1,2
2947,14,2,5,1,2
2948,33,1,5,1,1
2949,40,2,1,1,2
2950,62,2,3,1,1
2951,38,2,4,1,2
2952,15,2,5,1,1
2953,27,2,5,6,1
2954,70,1,5,1,1
2955,54,2,1,6,1
2956,80,2,1,1,1
2957,40,2,1,8,1
2958,40,2,1,1,1
2959,22,2,5,1,1
2960,27,2,5,1,1
2961,73,2,1,1,2
2962,3,2,5,2,2
2963,47,2,1,1,1
2964,49,2,1,1,1
2965,17,2,5,1,1
2966,63,2,3,1,1
2967,32,2,3,1,1
2968,3,2,5,3,2
2969,12,2,5,6,1
2970,25,2,5,1,1
2971,2,2,5,1,1
2972,79,2,1,1,1
2973,28,2,4,1,1
2974,52,2,1,2,2
2975,29,2,1,1,2
2976,45,2,5,1,1
2977,17,2,5,1,2
2978,93,2,1,1,1
2979,5,2,5,1,2
2980,28,2,1,9,2
2981,27,2,1,1,2
2982,7,2,5,2,1
2983,3,1,5,1,1
2984,82,2,3,1,2
2985,11,2,5,8,1
2986,19,2,5,1,1
2987,10,2,5,1,1
2988,52,2,1,1,1
2989,12,2,5,8,1
2990,58,2,2,1,2
2991,6,2,5,8,1
2992,6,2,5,8,2
2993,57,2,1,1,1
2994,71,2,1,1,2
2995,70,2,1,1,1
2996,47,2,1,1,2
2997,68,2,3,2,2
2998,60,2,4,1,1
2999,9,2,5,1,2
3000,74,2,3,1,1
3001,24,2,5,1,1
3002,79,1,1,1,2
3003,0,2,5,2,2
3004,19,2,5,1,2
3005,11,2,5,1,2
3006,62,2,1,1,1
3007,7,2,5,1,1
3008,22,2,5,1,1
3009,27,2,1,5,1
3010,25,2,5,1,1
3011,74,2,5,1,1
3012,78,2,1,1,2
3013,19,2,5,6,2
3014,9,1,5,1,2
3015,2,2,5,2,1
3016,59,2,1,1,2
3017,61,2,1,1,1
3018,76,2,1,6,1
3019,3,2,5,1,2
3020,44,2,1,1,2
3021,55,2,1,1,1
3022,13,1,5,1,2
3023,64,2,5,1,1
3024,30,2,5,2,2
3025,28,2,5,6,2
3026,45,2,1,1,2
3027,14,2,5,1,2
3028,29,2,5,1,1
3029,84,1,2,6,1
3030,75,1,3,1,2
3031,66,2,1,1,1
3032,41,2,5,1,1
3033,45,2,4,8,1
3034,56,1,1,6,2
3035,59,2,1,1,1
3036,64,2,1,1,2
3037,39,2,5,1,2
3038,33,2,3,1,2
3039,24,2,5,2,1
3040,53,2,1,1,1
3041,44,2,1,1,1
3042,70,1,3,1,1
3043,2,2,5,1,2
3044,80,2,1,1,2
3045,31,2,5,1,1
3046,23,2,5,2,1
3047,0,2,5,1,1
3048,29,2,1,1,2
3049,35,2,5,2,1
3050,29,2,5,8,1
3051,24,1,5,1,2
3052,66,2,1,1,1
3053,16,2,5,1,2
3054,28,2,5,1,2
3055,51,2,3,1,1
3056,61,2,1,1,2
3057,62,2,1,1,1
3058,28,2,1,1,2
3059,11,2,5,2,2
3060,44,2,1,1,2
3061,27,2,1,2,1
3062,14,2,5,1,1
3063,37,2,5,1,1
3064,49,2,1,1,2
3065,29,2,5,6,2
3066,19,2,5,1,2
3067,41,2,1,1,2
3068,34,2,1,6,1
3069,6,2,5,1,2
3070,17,2,5,2,1
3071,64,2,1,1,2
3072,49,1,1,1,1
3073,28,2,5,1,2
3074,4,2,5,1,2
3075,8,2,5,1,2
3076,27,2,5,2,2
3077,48,2,1,1,2
3078,13,1,5,9,2
3079,45,1,1,1,1
3080,12,2,5,1,2
3081,50,2,3,1,1
3082,11,2,5,6,2
3083,43,2,1,1,1
3084,32,2,1,1,1
3085,19,2,5,2,2
3086,60,2,1,1,2
3087,12,2,5,6,1
3088,38,2,4,1,1
3089,61,2,5,2,2
3090,18,2,5,8,2
3091,84,1,1,1,1
3092,9,1,5,1,2
3093,70,1,1,6,2
3094,17,2,5,1,1
3095,76,2,3,1,1
3096,71,2,2,1,2
3097,36,2,1,1,1
3098,82,2,1,1,1
3099,76,2,1,1,2
3100,24,2,5,2,2
3101,60,2,2,1,1
3102,11,2,5,1,1
3103,22,2,5,1,2
3104,12,2,5,1,1
3105,29,2,1,1,1
3106,3,2,5,1,2
3107,12,2,5,1,2
3108,86,1,2,1,2
3109,69,2,2,1,1
3110,9,2,5,1,2
3111,40,2,1,2,2
3112,54,2,1,1,1
3113,22,2,5,1,1
3114,5,2,5,9,1
3115,39,2,4,2,1
3116,11,2,5,1,2
3117,30,2,5,9,2
3118,32,2,3,1,1
3119,13,2,5,1,1
3120,2,2,5,8,2
3121,14,2,5,2,2
3122,76,2,1,1,1
3123,8,2,5,1,1
3124,15,2,5,1,1
3125,59,2,3,1,2
3126,21,2,5,6,1
3127,67,2,1,1,1
3128,18,2,5,1,2
3129,47,1,4,2,1
3130,45,1,3,1,2
3131,63,2,3,1,2
3132,0,2,5,2,2
3133,69,1,3,1,2
3134,66,1,3,2,1
3135,68,2,1,1,2
3136,9,2,5,1,1
3137,47,2,1,2,1
3138,28,2,1,1,1
3139,52,1,5,2,1
3140,30,2,4,1,1
3141,53,2,1,1,2
3142,59,2,1,1,2
3143,15,2,5,1,1
3144,24,2,5,1,2
3145,47,2,5,1,1
3146,53,2,1,1,1
3147,9,2,5,8,1
3148,39,2,5,1,1
3149,35,2,3,1,2
3150,36,2,1,6,2
3151,55,2,2,1,2
3152,67,1,1,1,2
3153,60,2,1,1,2
3154,23,2,5,8,1
3155,9,2,5,1,1
3156,3,2,5,8,2
3157,72,1,1,1,1
3158,17,2,5,1,2
3159,12,2,5,8,2
3160,44,1,3,1,2
3161,71,2,1,1,1
3162,29,2,5,1,1
3163,38,2,5,1,1
3164,68,2,1,1,2
3165,41,2,1,1,2
3166,72,2,1,1,1
3167,61,1,1,1,1
3168,85,1,1,1,2
3169,63,2,1,1,2
3170,12,2,5,9,2
3171,59,2,1,1,1
3172,84,1,2,1,2
3173,12,2,5,1,1
3174,34,2,5,1,2
3175,48,1,5,2,1
3176,80,1,1,1,1
3177,41,2,5,1,1
3178,41,2,1,1,1
3179,33,2,1,1,1
3180,50,2,1,1,2
3181,15,2,5,1,2
3182,79,1,1,1,2
3183,11,2,5,1,1
3184,72,2,1,1,1
3185,69,2,1,1,2
3186,33,2,1,9,1
3187,10,2,5,1,1
3188,7,2,5,9,2
3189,12,2,5,1,2
3190,0,2,5,1,1
3191,18,2,5,1,2
3192,39,2,1,1,2
3193,12,2,5,6,2
3194,21,2,5,1,1
3195,55,2,2,1,1
3196,78,2,1,1,1
3197,34,2,1,6,1
3198,57,2,1,1,2
3199,14,2,5,1,1
3200,0,2,5,1,1
3201,48,2,5,1,1
3202,48,2,1,1,2
3203,73,2,1,1,2
3204,71,2,2,2,2
3205,56,2,1,1,1
3206,36,2,1,1,2
3207,17,2,5,8,2
3208,60,1,5,1,2
3209,54,1,5,2,1
3210,9,2,5,1,1
3211,33,2,1,1,1
3212,62,2,1,1,1
3213,41,2,1,8,2
3214,16,2,5,1,2
3215,43,2,3,1,2
3216,54,2,2,1,2
3217,55,1,3,1,2
3218,62,2,1,1,1
3219,17,2,5,2,2
3220,65,2,1,1,1
3221,40,2,1,1,1
3222,14,2,5,1,2
3223,76,2,1,1,2
3224,47,2,3,1,2
3225,46,2,1,1,1
3226,74,2,1,1,2
3227,82,1,2,1,1
3228,5,2,5,1,1
3229,27,2,1,1,2
3230,11,2,5,1,1
3231,38,2,5,1,1
3232,18,2,5,1,1
3233,7,2,5,1,1
3234,6,2,5,2,1
3235,61,2,1,1,2
3236,52,2,1,2,1
3237,23,2,1,1,2
3238,8,2,5,6,1
3239,26,2,5,1,2
3240,66,2,1,1,1
3241,16,2,5,1,1
3242,40,2,1,1,1
3243,44,2,1,2,2
3244,68,2,2,2,2
3245,90,1,2,1,2
3246,16,2,5,2,1
3247,22,2,1,8,2
3248,22,2,5,3,2
3249,64,2,3,1,1
3250,43,2,1,2,1
3251,67,2,3,2,1
3252,37,2,5,2,2
3253,25,2,5,1,1
3254,20,2,5,1,1
3255,65,2,1,1,2
3256,26,2,1,2,1
3257,55,1,5,1,2
3258,65,2,1,1,1
3259,29,2,1,1,1
3260,9,2,5,1,1
3261,45,2,1,1,1
3262,60,2,1,2,2
3263,23,2,5,1,2
3264,71,1,2,1,2
3265,58,2,5,1,2
3266,2,2,5,1,2
3267,74,2,3,1,2
3268,36,2,1,1,2
3269,60,1,3,9,1
3270,10,2,5,1,1
3271,20,2,5,8,1
3272,0,2,5,1,2
3273,4,2,5,1,2
3274,47,2,3,2,1
3275,11,2,5,1,2
3276,12,2,5,1,1
3277,8,2,5,1,1
3278,72,2,2,1,1
3279,44,2,1,1,2
3280,62,2,1,1,2
3281,54,2,1,1,1
3282,1,2,5,2,1
3283,13,2,5,2,1
3284,11,2,5,1,1
3285,16,2,5,1,2
3286,4,2,5,1,1
3287,1,2,5,1,2
3288,78,1,1,2,2
3289,42,2,1,1,2
3290,14,2,5,8,1
3291,74,2,1,1,1
3292,5,2,5,1,2
3293,70,2,2,1,2
3294,51,2,5,1,1
3295,53,1,2,1,2
3296,45,2,1,1,1
3297,78,1,1,1,1
